fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binary,quality_label
11.10,0.31,0.53,2.20,0.0600,3.00,10.00,0.9957,3.02,0.83,10.90,7,1,1
11.10,0.31,0.53,2.20,0.0600,3.00,10.00,0.9957,3.02,0.83,10.90,7,1,1
8.00,0.62,0.35,2.80,0.0860,28.00,52.00,0.9970,3.31,0.62,10.80,5,0,0
9.30,0.33,0.45,1.50,0.0570,19.00,37.00,0.9950,3.18,0.89,11.10,7,1,1
7.50,0.77,0.20,8.10,0.0980,30.00,92.00,0.9989,3.20,0.58,9.20,5,0,0
7.20,0.35,0.26,1.80,0.0830,33.00,75.00,0.9968,3.40,0.58,9.50,6,1,1
8.00,0.62,0.33,2.70,0.0880,16.00,37.00,0.9972,3.31,0.58,10.70,6,1,1
7.50,0.77,0.20,8.10,0.0980,30.00,92.00,0.9989,3.20,0.58,9.20,5,0,0
9.10,0.25,0.34,2.00,0.0710,45.00,67.00,0.9977,3.44,0.86,10.20,7,1,1
9.90,0.32,0.56,2.00,0.0730,3.00,8.00,0.9953,3.15,0.73,11.40,6,1,1
8.60,0.37,0.65,6.40,0.0800,3.00,8.00,0.9982,3.27,0.58,11.00,5,0,0
8.60,0.37,0.65,6.40,0.0800,3.00,8.00,0.9982,3.27,0.58,11.00,5,0,0
7.90,0.30,0.68,8.30,0.0500,37.50,278.00,0.9932,3.01,0.51,12.30,7,1,1
10.30,0.27,0.56,1.40,0.0470,3.00,8.00,0.9947,3.16,0.51,11.80,6,1,1
7.90,0.30,0.68,8.30,0.0500,37.50,289.00,0.9932,3.01,0.51,12.30,7,1,1
7.20,0.38,0.30,1.80,0.0730,31.00,70.00,0.9968,3.42,0.59,9.50,6,1,1
8.70,0.42,0.45,2.40,0.0720,32.00,59.00,0.9962,3.33,0.77,12.00,6,1,1
7.20,0.38,0.30,1.80,0.0730,31.00,70.00,0.9968,3.42,0.59,9.50,6,1,1
6.80,0.48,0.08,1.80,0.0740,40.00,64.00,0.9953,3.12,0.49,9.60,5,0,0
8.50,0.34,0.40,4.70,0.0550,3.00,9.00,0.9974,3.38,0.66,11.60,7,1,1
7.90,0.19,0.42,1.60,0.0570,18.00,30.00,0.9940,3.29,0.69,11.20,6,1,1
11.60,0.41,0.54,1.50,0.0950,22.00,41.00,0.9974,3.02,0.76,9.90,7,1,1
11.60,0.41,0.54,1.50,0.0950,22.00,41.00,0.9974,3.02,0.76,9.90,7,1,1
10.00,0.26,0.54,1.90,0.0830,42.00,74.00,0.9945,2.98,0.63,11.80,8,1,1
7.90,0.34,0.42,2.00,0.0860,8.00,19.00,0.9955,3.35,0.60,11.40,6,1,1
7.00,0.54,0.09,2.00,0.0810,10.00,16.00,0.9948,3.43,0.59,11.50,6,1,1
9.20,0.31,0.36,2.20,0.0790,11.00,31.00,0.9962,3.33,0.86,12.00,7,1,1
6.60,0.73,0.09,5.50,0.1170,9.00,17.00,0.9966,3.35,0.49,10.80,6,1,1
9.40,0.40,0.47,2.50,0.0870,6.00,20.00,0.9977,3.15,0.50,10.50,5,0,0
6.60,0.73,0.09,5.50,0.1170,9.00,17.00,0.9966,3.35,0.49,10.80,6,1,1
8.60,0.52,0.38,1.50,0.0960,5.00,18.00,0.9967,3.20,0.52,9.40,5,0,0
8.00,0.31,0.45,2.10,0.2160,5.00,16.00,0.9936,3.15,0.81,12.50,7,1,1
8.60,0.52,0.38,1.50,0.0960,5.00,18.00,0.9967,3.20,0.52,9.40,5,0,0
8.40,0.34,0.42,2.10,0.0720,23.00,36.00,0.9939,3.11,0.78,12.40,6,1,1
7.40,0.49,0.27,2.10,0.0710,14.00,25.00,0.9939,3.35,0.63,12.00,6,1,1
6.10,0.48,0.09,1.70,0.0780,18.00,30.00,0.9940,3.45,0.54,11.20,6,1,1
7.40,0.49,0.27,2.10,0.0710,14.00,25.00,0.9939,3.35,0.63,12.00,6,1,1
8.00,0.48,0.34,2.20,0.0730,16.00,25.00,0.9936,3.28,0.66,12.40,6,1,1
6.30,0.57,0.28,2.10,0.0480,13.00,49.00,0.9937,3.41,0.60,12.80,5,0,0
8.20,0.23,0.42,1.90,0.0690,9.00,17.00,0.9938,3.21,0.54,12.30,6,1,1
9.10,0.30,0.41,2.00,0.0680,10.00,24.00,0.9952,3.27,0.85,11.70,7,1,1
8.10,0.78,0.10,3.30,0.0900,4.00,13.00,0.9986,3.36,0.49,9.50,5,0,0
10.80,0.47,0.43,2.10,0.1710,27.00,66.00,0.9982,3.17,0.76,10.80,6,1,1
8.30,0.53,0.00,1.40,0.0700,6.00,14.00,0.9959,3.25,0.64,10.00,6,1,1
5.40,0.42,0.27,2.00,0.0920,23.00,55.00,0.9947,3.78,0.64,12.30,7,1,1
7.90,0.33,0.41,1.50,0.0560,6.00,35.00,0.9940,3.29,0.71,11.00,6,1,1
8.90,0.24,0.39,1.60,0.0740,3.00,10.00,0.9970,3.12,0.59,9.50,6,1,1
5.00,0.40,0.50,4.30,0.0460,29.00,80.00,0.9902,3.49,0.66,13.60,6,1,1
7.00,0.69,0.07,2.50,0.0910,15.00,21.00,0.9957,3.38,0.60,11.30,6,1,1
7.00,0.69,0.07,2.50,0.0910,15.00,21.00,0.9957,3.38,0.60,11.30,6,1,1
7.00,0.69,0.07,2.50,0.0910,15.00,21.00,0.9957,3.38,0.60,11.30,6,1,1
7.10,0.39,0.12,2.10,0.0650,14.00,24.00,0.9925,3.30,0.53,13.30,6,1,1
5.60,0.66,0.00,2.50,0.0660,7.00,15.00,0.9926,3.52,0.58,12.90,5,0,0
7.90,0.54,0.34,2.50,0.0760,8.00,17.00,0.9924,3.20,0.72,13.10,8,1,1
6.60,0.50,0.00,1.80,0.0620,21.00,28.00,0.9935,3.44,0.55,12.30,6,1,1
6.30,0.47,0.00,1.40,0.0550,27.00,33.00,0.9922,3.45,0.48,12.30,6,1,1
10.70,0.40,0.37,1.90,0.0810,17.00,29.00,0.9967,3.12,0.65,11.20,6,1,1
6.50,0.58,0.00,2.20,0.0960,3.00,13.00,0.9956,3.62,0.62,11.50,4,0,0
8.80,0.24,0.35,1.70,0.0550,13.00,27.00,0.9939,3.14,0.59,11.30,7,1,1
5.80,0.29,0.26,1.70,0.0630,3.00,11.00,0.9915,3.39,0.54,13.50,6,1,1
6.30,0.76,0.00,2.90,0.0720,26.00,52.00,0.9938,3.51,0.60,11.50,6,1,1
10.00,0.43,0.33,2.70,0.0950,28.00,89.00,0.9984,3.22,0.68,10.00,5,0,0
10.50,0.43,0.35,3.30,0.0920,24.00,70.00,0.9980,3.21,0.69,10.50,6,1,1
9.10,0.60,0.00,1.90,0.0580,5.00,10.00,0.9977,3.18,0.63,10.40,6,1,1
5.90,0.19,0.21,1.70,0.0450,57.00,135.00,0.9934,3.32,0.44,9.50,5,0,0
7.40,0.36,0.34,1.80,0.0750,18.00,38.00,0.9933,3.38,0.88,13.60,7,1,1
7.20,0.48,0.07,5.50,0.0890,10.00,18.00,0.9968,3.37,0.68,11.20,7,1,1
8.50,0.28,0.35,1.70,0.0610,6.00,15.00,0.9952,3.30,0.74,11.80,7,1,1
8.00,0.25,0.43,1.70,0.0670,22.00,50.00,0.9946,3.38,0.60,11.90,6,1,1
10.40,0.52,0.45,2.00,0.0800,6.00,13.00,0.9977,3.22,0.76,11.40,6,1,1
10.40,0.52,0.45,2.00,0.0800,6.00,13.00,0.9977,3.22,0.76,11.40,6,1,1
7.50,0.41,0.15,3.70,0.1040,29.00,94.00,0.9979,3.14,0.58,9.10,5,0,0
8.20,0.51,0.24,2.00,0.0790,16.00,86.00,0.9976,3.34,0.64,9.50,6,1,1
7.30,0.40,0.30,1.70,0.0800,33.00,79.00,0.9969,3.41,0.65,9.50,6,1,1
8.20,0.38,0.32,2.50,0.0800,24.00,71.00,0.9962,3.27,0.85,11.00,6,1,1
6.90,0.45,0.11,2.40,0.0430,6.00,12.00,0.9935,3.30,0.65,11.40,6,1,1
7.00,0.22,0.30,1.80,0.0650,16.00,20.00,0.9967,3.61,0.82,10.00,6,1,1
7.30,0.32,0.23,2.30,0.0660,35.00,70.00,0.9959,3.43,0.62,10.10,5,0,0
8.20,0.20,0.43,2.50,0.0760,31.00,51.00,0.9967,3.53,0.81,10.40,6,1,1
7.80,0.50,0.12,1.80,0.1780,6.00,21.00,0.9960,3.28,0.87,9.80,6,1,1
10.00,0.41,0.45,6.20,0.0710,6.00,14.00,0.9970,3.21,0.49,11.80,7,1,1
7.80,0.39,0.42,2.00,0.0860,9.00,21.00,0.9953,3.39,0.66,11.60,6,1,1
10.00,0.35,0.47,2.00,0.0610,6.00,11.00,0.9958,3.23,0.52,12.00,6,1,1
8.20,0.33,0.32,2.80,0.0670,4.00,12.00,0.9947,3.30,0.76,12.80,7,1,1
6.10,0.58,0.23,2.50,0.0440,16.00,70.00,0.9935,3.46,0.65,12.50,6,1,1
8.30,0.60,0.25,2.20,0.1180,9.00,38.00,0.9962,3.15,0.53,9.80,5,0,0
9.60,0.42,0.35,2.10,0.0830,17.00,38.00,0.9962,3.23,0.66,11.10,6,1,1
6.60,0.58,0.00,2.20,0.1000,50.00,63.00,0.9954,3.59,0.68,11.40,6,1,1
8.30,0.60,0.25,2.20,0.1180,9.00,38.00,0.9962,3.15,0.53,9.80,5,0,0
8.50,0.18,0.51,1.75,0.0710,45.00,88.00,0.9952,3.33,0.76,11.80,7,1,1
5.10,0.51,0.18,2.10,0.0420,16.00,101.00,0.9924,3.46,0.87,12.90,7,1,1
6.70,0.41,0.43,2.80,0.0760,22.00,54.00,0.9957,3.42,1.16,10.60,6,1,1
10.20,0.41,0.43,2.20,0.1100,11.00,37.00,0.9973,3.16,0.67,10.80,5,0,0
10.60,0.36,0.57,2.30,0.0870,6.00,20.00,0.9968,3.14,0.72,11.10,7,1,1
8.80,0.45,0.43,1.40,0.0760,12.00,21.00,0.9955,3.21,0.75,10.20,6,1,1
8.50,0.32,0.42,2.30,0.0750,12.00,19.00,0.9943,3.14,0.71,11.80,7,1,1
9.00,0.79,0.24,1.70,0.0780,10.00,21.00,0.9969,3.29,0.67,10.00,5,0,0
9.00,0.79,0.24,1.70,0.0780,10.00,21.00,0.9969,3.29,0.67,10.00,5,0,0
8.50,0.44,0.50,1.90,0.3690,15.00,38.00,0.9963,3.01,1.10,9.40,5,0,0
9.90,0.54,0.26,2.00,0.1110,7.00,60.00,0.9971,2.94,0.98,10.20,5,0,0
8.20,0.33,0.39,2.50,0.0740,29.00,48.00,0.9953,3.32,0.88,12.40,7,1,1
6.50,0.34,0.27,2.80,0.0670,8.00,44.00,0.9938,3.21,0.56,12.00,6,1,1
7.60,0.50,0.29,2.30,0.0860,5.00,14.00,0.9950,3.32,0.62,11.50,6,1,1
9.20,0.36,0.34,1.60,0.0620,5.00,12.00,0.9967,3.20,0.67,10.50,6,1,1
7.10,0.59,0.00,2.20,0.0780,26.00,44.00,0.9952,3.42,0.68,10.80,6,1,1
9.70,0.42,0.46,2.10,0.0740,5.00,16.00,0.9965,3.27,0.74,12.30,6,1,1
7.60,0.36,0.31,1.70,0.0790,26.00,65.00,0.9972,3.46,0.62,9.50,6,1,1
7.60,0.36,0.31,1.70,0.0790,26.00,65.00,0.9972,3.46,0.62,9.50,6,1,1
6.50,0.61,0.00,2.20,0.0950,48.00,59.00,0.9954,3.61,0.70,11.50,6,1,1
6.50,0.88,0.03,5.60,0.0790,23.00,47.00,0.9957,3.58,0.50,11.20,4,0,0
7.10,0.66,0.00,2.40,0.0520,6.00,11.00,0.9932,3.35,0.66,12.70,7,1,1
5.60,0.92,0.00,2.10,0.0410,17.00,78.00,0.9935,3.68,0.73,11.40,5,0,0
8.20,0.35,0.33,2.40,0.0760,11.00,47.00,0.9960,3.27,0.81,11.00,6,1,1
8.20,0.35,0.33,2.40,0.0760,11.00,47.00,0.9960,3.27,0.81,11.00,6,1,1
9.80,0.39,0.43,1.65,0.0680,5.00,11.00,0.9948,3.19,0.46,11.40,5,0,0
10.20,0.40,0.40,2.50,0.0680,41.00,54.00,0.9975,3.38,0.86,10.50,6,1,1
6.80,0.66,0.07,1.60,0.0700,16.00,61.00,0.9957,3.29,0.60,9.30,5,0,0
6.70,0.64,0.23,2.10,0.0800,11.00,119.00,0.9954,3.36,0.70,10.90,5,0,0
7.00,0.43,0.30,2.00,0.0850,6.00,39.00,0.9935,3.33,0.46,11.90,6,1,1
6.60,0.80,0.03,7.80,0.0790,6.00,12.00,0.9963,3.52,0.50,12.20,5,0,0
7.00,0.43,0.30,2.00,0.0850,6.00,39.00,0.9935,3.33,0.46,11.90,6,1,1
6.70,0.64,0.23,2.10,0.0800,11.00,119.00,0.9954,3.36,0.70,10.90,5,0,0
8.80,0.96,0.05,1.80,0.0750,5.00,19.00,0.9962,3.30,0.44,9.60,4,0,0
9.10,0.40,0.57,4.60,0.0800,6.00,20.00,0.9965,3.28,0.57,12.50,6,1,1
6.50,0.89,0.00,2.30,0.1660,6.00,12.00,0.9955,3.56,0.51,10.80,5,0,0
7.20,0.25,0.37,2.50,0.0630,11.00,41.00,0.9944,3.52,0.80,12.40,7,1,1
6.40,0.89,0.00,2.30,0.1660,6.00,12.00,0.9955,3.56,0.51,10.80,5,0,0
7.00,0.75,0.12,1.80,0.1140,15.00,64.00,0.9959,3.22,0.59,9.50,6,1,1
6.20,0.43,0.22,1.80,0.0780,21.00,56.00,0.9963,3.52,0.60,9.50,6,1,1
7.90,0.58,0.23,2.30,0.0760,23.00,94.00,0.9969,3.21,0.58,9.50,6,1,1
7.70,0.57,0.21,1.50,0.0690,4.00,9.00,0.9946,3.16,0.54,9.80,6,1,1
7.70,0.26,0.26,2.00,0.0520,19.00,77.00,0.9951,3.15,0.79,10.90,6,1,1
7.90,0.58,0.23,2.30,0.0760,23.00,94.00,0.9969,3.21,0.58,9.50,6,1,1
7.70,0.57,0.21,1.50,0.0690,4.00,9.00,0.9946,3.16,0.54,9.80,6,1,1
7.90,0.34,0.36,1.90,0.0650,5.00,10.00,0.9942,3.27,0.54,11.20,7,1,1
8.60,0.42,0.39,1.80,0.0680,6.00,12.00,0.9952,3.35,0.69,11.70,8,1,1
9.90,0.74,0.19,5.80,0.1110,33.00,76.00,0.9988,3.14,0.55,9.40,5,0,0
7.20,0.36,0.46,2.10,0.0740,24.00,44.00,0.9953,3.40,0.85,11.00,7,1,1
7.20,0.36,0.46,2.10,0.0740,24.00,44.00,0.9953,3.40,0.85,11.00,7,1,1
7.20,0.36,0.46,2.10,0.0740,24.00,44.00,0.9953,3.40,0.85,11.00,7,1,1
9.90,0.72,0.55,1.70,0.1360,24.00,52.00,0.9975,3.35,0.94,10.00,5,0,0
7.20,0.36,0.46,2.10,0.0740,24.00,44.00,0.9953,3.40,0.85,11.00,7,1,1
6.20,0.39,0.43,2.00,0.0710,14.00,24.00,0.9943,3.45,0.87,11.20,7,1,1
6.80,0.65,0.02,2.10,0.0780,8.00,15.00,0.9950,3.35,0.62,10.40,6,1,1
6.60,0.44,0.15,2.10,0.0760,22.00,53.00,0.9957,3.32,0.62,9.30,5,0,0
6.80,0.65,0.02,2.10,0.0780,8.00,15.00,0.9950,3.35,0.62,10.40,6,1,1
9.60,0.38,0.42,1.90,0.0710,5.00,13.00,0.9966,3.15,0.75,10.50,6,1,1
10.20,0.33,0.46,1.90,0.0810,6.00,9.00,0.9963,3.10,0.48,10.40,6,1,1
8.80,0.27,0.46,2.10,0.0950,20.00,29.00,0.9949,3.26,0.56,11.30,6,1,1
7.90,0.57,0.31,2.00,0.0790,10.00,79.00,0.9968,3.29,0.69,9.50,6,1,1
8.20,0.34,0.37,1.90,0.0570,43.00,74.00,0.9941,3.23,0.81,12.00,6,1,1
8.20,0.40,0.31,1.90,0.0820,8.00,24.00,0.9960,3.24,0.69,10.60,6,1,1
9.00,0.39,0.40,1.30,0.0440,25.00,50.00,0.9948,3.20,0.83,10.90,6,1,1
10.90,0.32,0.52,1.80,0.1320,17.00,44.00,0.9973,3.28,0.77,11.50,6,1,1
10.90,0.32,0.52,1.80,0.1320,17.00,44.00,0.9973,3.28,0.77,11.50,6,1,1
8.10,0.53,0.22,2.20,0.0780,33.00,89.00,0.9968,3.26,0.46,9.60,6,1,1
10.50,0.36,0.47,2.20,0.0740,9.00,23.00,0.9964,3.23,0.76,12.00,6,1,1
12.60,0.39,0.49,2.50,0.0800,8.00,20.00,0.9992,3.07,0.82,10.30,6,1,1
9.20,0.46,0.23,2.60,0.0910,18.00,77.00,0.9992,3.15,0.51,9.40,5,0,0
7.50,0.58,0.03,4.10,0.0800,27.00,46.00,0.9959,3.02,0.47,9.20,5,0,0
9.00,0.58,0.25,2.00,0.1040,8.00,21.00,0.9977,3.27,0.72,9.60,5,0,0
5.10,0.42,0.00,1.80,0.0440,18.00,88.00,0.9916,3.68,0.73,13.60,7,1,1
7.60,0.43,0.29,2.10,0.0750,19.00,66.00,0.9972,3.40,0.64,9.50,5,0,0
7.70,0.18,0.34,2.70,0.0660,15.00,58.00,0.9947,3.37,0.78,11.80,6,1,1
7.80,0.82,0.01,2.60,0.0740,48.00,90.00,0.9962,3.38,0.62,10.80,5,0,0
7.60,0.43,0.29,2.10,0.0750,19.00,66.00,0.9972,3.40,0.64,9.50,5,0,0
10.20,0.23,0.37,2.20,0.0570,14.00,36.00,0.9961,3.23,0.49,9.30,4,0,0
7.10,0.75,0.01,2.20,0.0590,11.00,18.00,0.9924,3.39,0.40,12.80,6,1,1
6.00,0.33,0.32,12.90,0.0540,6.00,113.00,0.9957,3.30,0.56,11.50,4,0,0
7.80,0.55,0.00,1.70,0.0700,7.00,17.00,0.9966,3.26,0.64,9.40,6,1,1
7.10,0.75,0.01,2.20,0.0590,11.00,18.00,0.9924,3.39,0.40,12.80,6,1,1
8.10,0.73,0.00,2.50,0.0810,12.00,24.00,0.9980,3.38,0.46,9.60,4,0,0
6.50,0.67,0.00,4.30,0.0570,11.00,20.00,0.9949,3.45,0.56,11.80,4,0,0
7.50,0.61,0.20,1.70,0.0760,36.00,60.00,0.9949,3.10,0.40,9.30,5,0,0
9.80,0.37,0.39,2.50,0.0790,28.00,65.00,0.9973,3.16,0.59,9.80,5,0,0
9.00,0.40,0.41,2.00,0.0580,15.00,40.00,0.9941,3.22,0.60,12.20,6,1,1
8.30,0.56,0.22,2.40,0.0820,10.00,86.00,0.9983,3.37,0.62,9.50,5,0,0
5.90,0.29,0.25,13.40,0.0670,72.00,160.00,0.9972,3.33,0.54,10.30,6,1,1
7.40,0.55,0.19,1.80,0.0820,15.00,34.00,0.9966,3.49,0.68,10.50,5,0,0
7.40,0.74,0.07,1.70,0.0860,15.00,48.00,0.9950,3.12,0.48,10.00,5,0,0
7.40,0.55,0.19,1.80,0.0820,15.00,34.00,0.9966,3.49,0.68,10.50,5,0,0
6.90,0.41,0.33,2.20,0.0810,22.00,36.00,0.9949,3.41,0.75,11.10,6,1,1
7.10,0.60,0.01,2.30,0.0790,24.00,37.00,0.9951,3.40,0.61,10.90,6,1,1
7.10,0.60,0.01,2.30,0.0790,24.00,37.00,0.9951,3.40,0.61,10.90,6,1,1
7.50,0.58,0.14,2.20,0.0770,27.00,60.00,0.9963,3.28,0.59,9.80,5,0,0
7.10,0.72,0.00,1.80,0.1230,6.00,14.00,0.9963,3.45,0.58,9.80,5,0,0
7.90,0.66,0.00,1.40,0.0960,6.00,13.00,0.9957,3.43,0.58,9.50,5,0,0
7.80,0.70,0.06,1.90,0.0790,20.00,35.00,0.9963,3.40,0.69,10.90,5,0,0
6.10,0.64,0.02,2.40,0.0690,26.00,46.00,0.9936,3.47,0.45,11.00,5,0,0
7.50,0.59,0.22,1.80,0.0820,43.00,60.00,0.9950,3.10,0.42,9.20,5,0,0
7.00,0.58,0.28,4.80,0.0850,12.00,69.00,0.9963,3.32,0.70,11.00,6,1,1
6.80,0.64,0.00,2.70,0.1230,15.00,33.00,0.9954,3.44,0.63,11.30,6,1,1
6.80,0.64,0.00,2.70,0.1230,15.00,33.00,0.9954,3.44,0.63,11.30,6,1,1
8.60,0.64,0.68,1.80,0.4030,19.00,56.00,0.9963,3.02,1.15,9.30,5,0,0
6.30,1.02,0.00,2.00,0.0830,17.00,24.00,0.9944,3.59,0.55,11.20,4,0,0
9.80,0.45,0.38,2.50,0.0810,34.00,66.00,0.9973,3.15,0.58,9.80,5,0,0
8.20,0.78,0.00,2.20,0.0890,13.00,26.00,0.9978,3.37,0.46,9.60,4,0,0
8.50,0.37,0.32,1.80,0.0660,26.00,51.00,0.9946,3.38,0.72,11.80,6,1,1
7.20,0.57,0.05,2.30,0.0810,16.00,36.00,0.9956,3.38,0.60,10.30,6,1,1
7.20,0.57,0.05,2.30,0.0810,16.00,36.00,0.9956,3.38,0.60,10.30,6,1,1
10.40,0.43,0.50,2.30,0.0680,13.00,19.00,0.9960,3.10,0.87,11.40,6,1,1
6.90,0.41,0.31,2.00,0.0790,21.00,51.00,0.9967,3.47,0.55,9.50,6,1,1
5.50,0.49,0.03,1.80,0.0440,28.00,87.00,0.9908,3.50,0.82,14.00,8,1,1
5.00,0.38,0.01,1.60,0.0480,26.00,60.00,0.9908,3.70,0.75,14.00,6,1,1
7.30,0.44,0.20,1.60,0.0490,24.00,64.00,0.9935,3.38,0.57,11.70,6,1,1
5.90,0.46,0.00,1.90,0.0770,25.00,44.00,0.9938,3.50,0.53,11.20,5,0,0
7.50,0.58,0.20,2.00,0.0730,34.00,44.00,0.9949,3.10,0.43,9.30,5,0,0
7.80,0.58,0.13,2.10,0.1020,17.00,36.00,0.9944,3.24,0.53,11.20,6,1,1
8.00,0.72,0.22,2.30,0.0750,13.00,81.00,0.9969,3.24,0.54,9.50,6,1,1
8.50,0.40,0.40,6.30,0.0500,3.00,10.00,0.9957,3.28,0.56,12.00,4,0,0
7.00,0.69,0.00,1.90,0.1140,3.00,10.00,0.9964,3.35,0.60,9.70,6,1,1
8.00,0.72,0.22,2.30,0.0750,13.00,81.00,0.9969,3.24,0.54,9.50,6,1,1
9.80,0.30,0.39,1.70,0.0620,3.00,9.00,0.9948,3.14,0.57,11.50,7,1,1
7.10,0.46,0.20,1.90,0.0770,28.00,54.00,0.9956,3.37,0.64,10.40,6,1,1
7.10,0.46,0.20,1.90,0.0770,28.00,54.00,0.9956,3.37,0.64,10.40,6,1,1
7.90,0.77,0.00,2.00,0.0840,9.00,22.00,0.9962,3.33,0.68,10.90,6,1,1
8.70,0.63,0.28,2.70,0.0960,17.00,69.00,0.9973,3.26,0.63,10.20,6,1,1
7.00,0.42,0.19,2.30,0.0710,18.00,36.00,0.9948,3.39,0.56,10.90,5,0,0
11.30,0.37,0.50,1.80,0.0900,20.00,47.00,0.9973,3.15,0.57,10.50,5,0,0
7.10,0.16,0.44,2.50,0.0680,17.00,31.00,0.9933,3.35,0.54,12.40,6,1,1
8.00,0.60,0.08,2.60,0.0560,3.00,7.00,0.9929,3.22,0.37,13.00,5,0,0
7.00,0.60,0.30,4.50,0.0680,20.00,110.00,0.9991,3.30,1.17,10.20,5,0,0
7.00,0.60,0.30,4.50,0.0680,20.00,110.00,0.9991,3.30,1.17,10.20,5,0,0
7.60,0.74,0.00,1.90,0.1000,6.00,12.00,0.9952,3.36,0.59,11.00,5,0,0
8.20,0.64,0.10,2.10,0.0730,25.00,60.00,0.9964,3.29,0.75,10.90,6,1,1
5.90,0.40,0.13,2.40,0.0560,14.00,28.00,0.9936,3.62,0.67,12.40,6,1,1
7.50,0.76,0.00,1.90,0.0840,6.00,12.00,0.9967,3.34,0.49,9.70,4,0,0
8.20,0.64,0.10,2.10,0.0730,25.00,60.00,0.9964,3.29,0.75,10.90,6,1,1
6.60,0.63,0.00,4.30,0.0930,51.00,77.50,0.9956,3.20,0.45,9.50,5,0,0
6.60,0.63,0.00,4.30,0.0930,51.00,77.50,0.9956,3.20,0.45,9.50,5,0,0
7.20,0.53,0.14,2.10,0.0640,15.00,29.00,0.9932,3.35,0.61,12.10,6,1,1
5.70,0.60,0.00,1.40,0.0630,11.00,18.00,0.9919,3.45,0.56,12.20,6,1,1
7.60,1.58,0.00,2.10,0.1370,5.00,9.00,0.9948,3.50,0.40,10.90,3,0,0
5.20,0.65,0.00,2.15,0.0800,15.00,28.00,0.9944,3.78,0.61,12.50,6,1,1
6.70,0.86,0.07,2.00,0.1000,20.00,57.00,0.9960,3.60,0.74,11.70,6,1,1
9.10,0.37,0.32,2.10,0.0640,4.00,15.00,0.9958,3.30,0.80,11.20,6,1,1
8.00,0.28,0.44,1.80,0.0810,28.00,68.00,0.9950,3.36,0.66,11.20,5,0,0
7.60,0.79,0.21,2.30,0.0870,21.00,68.00,0.9955,3.12,0.44,9.20,5,0,0
7.50,0.61,0.26,1.90,0.0730,24.00,88.00,0.9961,3.30,0.53,9.80,5,0,0
9.70,0.69,0.32,2.50,0.0880,22.00,91.00,0.9979,3.29,0.62,10.10,5,0,0
6.80,0.68,0.09,3.90,0.0680,15.00,29.00,0.9952,3.41,0.52,11.10,4,0,0
9.70,0.69,0.32,2.50,0.0880,22.00,91.00,0.9979,3.29,0.62,10.10,5,0,0
7.00,0.62,0.10,1.40,0.0710,27.00,63.00,0.9960,3.28,0.61,9.20,5,0,0
7.50,0.61,0.26,1.90,0.0730,24.00,88.00,0.9961,3.30,0.53,9.80,5,0,0
6.50,0.51,0.15,3.00,0.0640,12.00,27.00,0.9929,3.33,0.59,12.80,6,1,1
8.00,1.18,0.21,1.90,0.0830,14.00,41.00,0.9953,3.34,0.47,10.50,5,0,0
7.00,0.36,0.21,2.30,0.0860,20.00,65.00,0.9956,3.40,0.54,10.10,6,1,1
7.00,0.36,0.21,2.40,0.0860,24.00,69.00,0.9956,3.40,0.53,10.10,6,1,1
7.50,0.63,0.27,2.00,0.0830,17.00,91.00,0.9962,3.26,0.58,9.80,6,1,1
5.40,0.74,0.00,1.20,0.0410,16.00,46.00,0.9926,4.01,0.59,12.50,6,1,1
9.90,0.44,0.46,2.20,0.0910,10.00,41.00,0.9964,3.18,0.69,11.90,6,1,1
7.50,0.63,0.27,2.00,0.0830,17.00,91.00,0.9962,3.26,0.58,9.80,6,1,1
9.10,0.76,0.68,1.70,0.4140,18.00,64.00,0.9965,2.90,1.33,9.10,6,1,1
9.70,0.66,0.34,2.60,0.0940,12.00,88.00,0.9980,3.26,0.66,10.10,5,0,0
5.00,0.74,0.00,1.20,0.0410,16.00,46.00,0.9926,4.01,0.59,12.50,6,1,1
9.10,0.34,0.42,1.80,0.0580,9.00,18.00,0.9939,3.18,0.55,11.40,5,0,0
9.10,0.36,0.39,1.80,0.0600,21.00,55.00,0.9950,3.18,0.82,11.00,7,1,1
6.70,0.46,0.24,1.70,0.0770,18.00,34.00,0.9948,3.39,0.60,10.60,6,1,1
6.70,0.46,0.24,1.70,0.0770,18.00,34.00,0.9948,3.39,0.60,10.60,6,1,1
6.70,0.46,0.24,1.70,0.0770,18.00,34.00,0.9948,3.39,0.60,10.60,6,1,1
6.70,0.46,0.24,1.70,0.0770,18.00,34.00,0.9948,3.39,0.60,10.60,6,1,1
6.50,0.52,0.11,1.80,0.0730,13.00,38.00,0.9955,3.34,0.52,9.30,5,0,0
7.40,0.60,0.26,2.10,0.0830,17.00,91.00,0.9962,3.29,0.56,9.80,6,1,1
7.40,0.60,0.26,2.10,0.0830,17.00,91.00,0.9962,3.29,0.56,9.80,6,1,1
7.80,0.87,0.26,3.80,0.1070,31.00,67.00,0.9967,3.26,0.46,9.20,5,0,0
8.40,0.39,0.10,1.70,0.0750,6.00,25.00,0.9958,3.09,0.43,9.70,6,1,1
9.10,0.78,0.22,2.20,0.0790,12.00,48.00,0.9976,3.18,0.51,9.60,5,0,0
